idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
1387D,-8.441944,2025-05-28T05:00:00+0000,0.0,131.71,2.8,2.1,117.0,43.363308,126.0,BENS-A CORUÑA,96.0,11.7,12.0,12.2,1009.4,0.3,,1025.4,11.3,,6.0,,,,,,,,,,,,,,,,,
1387E,-8.371975,2025-05-28T05:00:00+0000,0.0,98.0,2.6,1.6,180.0,43.306953,180.0,A CORUÑA/ALVEDRO,99.0,9.5,9.9,10.4,1012.9,0.2,8.8,1025.5,9.8,3.0,9.0,0.0,,,,,,,,,,,,,,,,
1390X,-8.711001,2025-05-28T05:00:00+0000,0.0,98.0,,,,43.203583,,CARBALLO,96.0,10.2,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,
1393,-9.210829,2025-05-28T05:00:00+0000,0.0,50.0,7.0,4.0,44.0,43.160557,48.0,CABO VILAN,87.0,13.5,13.6,13.7,,,,,11.4,,,,,,,159.0,,,,,,,,,,,,
1399,-9.046929,2025-05-28T05:00:00+0000,0.0,287.0,,,,43.057446,,VIMIANZO-CASTRELO,100.0,11.7,11.8,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2025-05-28T05:00:00+0000,0.0,230.0,14.1,8.4,9.0,42.924828,11.0,FISTERRA,97.0,12.6,12.6,12.9,996.3,1.2,12.6,1023.9,12.1,15.7,5.0,0.0,14.6,,,,,,0.0,,,,,,,,,
1406X,-8.99369,2025-05-28T05:00:00+0000,0.0,340.0,,,,42.93525,,MAZARICOS-A PICOTA,100.0,11.1,11.2,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2025-05-28T05:00:00+0000,0.0,500.0,,,,43.037876,,SOBRADO DOS MONXES,100.0,5.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2025-05-28T05:00:00+0000,0.0,370.0,4.6,2.1,20.0,42.888012,40.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,97.0,10.7,10.8,11.1,981.5,0.3,11.6,,,,7.0,0.0,16.0,,,,,,,,,,,16.7,,,,
1435C,-8.876227,2025-05-28T05:00:00+0000,0.0,128.0,3.5,0.8,40.0,42.80014,22.0,NOIA,85.0,12.6,12.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,
1437P,-8.923333,2025-05-28T05:00:00+0000,0.0,686.0,,7.1,83.0,42.720833,,EVC_NOIA,55.0,13.5,14.0,14.0,946.0,,,,5.1,,,,,,,276.0,,,,,,,,,,,,
1442U,-8.892333,2025-05-28T05:00:00+0000,0.0,10.0,,,,42.643887,,BOIRO,57.0,15.3,16.2,16.3,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2025-05-28T05:00:00+0000,0.0,680.0,,,,42.809723,,MONTERROSO,91.0,10.7,10.7,11.1,,,,,,,,,,,,,,,,,,,,,,,,
1466A,-8.257892,2025-05-28T05:00:00+0000,0.0,435.0,2.3,0.3,165.0,42.700886,100.0,SILLEDA,97.0,8.7,8.7,9.6,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2025-05-28T05:00:00+0000,0.0,269.0,,,,42.69361,,A ESTRADA,99.0,10.9,10.9,11.2,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2025-05-28T05:00:00+0000,0.0,100.0,3.3,1.3,68.0,42.738335,70.0,PADRÓN,92.0,10.8,11.0,11.1,,,,,9.8,,,,,,,34.0,,,,,,,,,,,,
1475X,-8.555833,2025-05-28T05:00:00+0000,0.0,240.0,4.1,1.0,27.0,42.87611,0.0,SANTIAGO DE COMPOSTELA,97.0,11.5,11.9,11.9,,,,,11.4,,,,,,,39.0,,,,,,,,,,,,
1476R,-8.714807,2025-05-28T05:00:00+0000,0.0,210.0,,,,42.749836,,CASAS DO PORTO,93.0,11.4,11.4,11.9,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2025-05-28T05:00:00+0000,0.0,32.0,2.5,1.5,184.0,42.584843,172.0,VILAGARCIA DE AROUSA,93.0,12.4,12.4,13.5,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2025-05-28T05:00:00+0000,0.0,113.3,1.7,1.1,48.0,42.43833,0.0,PONTEVEDRA,91.0,11.8,11.8,12.0,1009.2,0.2,8.4,1023.6,10.4,20.0,17.0,0.0,17.0,,,,,,0.0,,,,,18.4,,,,
1486E,-8.706944,2025-05-28T05:00:00+0000,0.0,3.0,2.2,1.6,69.0,42.39611,57.0,ESCUELA NAVAL DE MARÍN,81.0,14.0,14.0,14.8,,,,,10.8,,,,,,,61.0,,,,,,,,,,,,
1489A,-8.451243,2025-05-28T05:00:00+0000,0.0,395.0,3.9,2.5,326.0,42.40705,340.0,A LAMA,75.0,11.2,11.2,14.5,,,,,,,,,,,,,,,,,,,,,,,,
1495,-8.623765,2025-05-28T05:00:00+0000,0.0,254.6,2.6,1.7,240.0,42.238617,260.0,VIGO/PEINADOR,78.0,12.6,12.7,13.8,992.5,0.3,10.6,1023.4,8.9,,10.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2025-05-28T05:00:00+0000,0.0,120.0,1.6,0.2,193.0,42.230556,25.0,VIGO-O CASTRO,94.0,12.5,12.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2025-05-28T05:00:00+0000,0.0,442.18,1.8,0.6,150.0,43.11111,135.0,LUGO/ROZAS,97.0,9.5,9.7,9.9,973.0,0.2,,1026.0,9.3,2.8,26.0,0.0,17.9,,,,,,0.0,,,,,18.0,,,,
1518A,-7.5525,2025-05-28T05:00:00+0000,0.0,442.0,3.3,0.8,359.0,42.998333,7.0,LUGO-COL.FINGOI,96.0,10.6,10.8,10.8,,,,,,,,,,,,,,,,,,,,,,,,
1521I,-7.499579,2025-05-28T05:00:00+0000,0.0,403.0,,,,42.845276,,O PARAMO,98.0,8.9,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2025-05-28T05:00:00+0000,0.0,1080.0,1.5,0.8,159.0,42.86377,140.0,BECERREA-PENAMAIOR,55.0,12.5,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
1535I,-7.704444,2025-05-28T05:00:00+0000,0.0,560.0,,0.0,40.0,42.63472,,EVC_O SAVIÑAO,99.0,9.7,9.7,10.5,960.0,,,,9.6,,,,,,,0.0,,,,,,,,,,,,
1541B,-6.333886,2025-05-28T05:00:00+0000,0.0,958.0,2.1,1.4,359.0,42.928886,352.0,VILLABLINO,92.0,5.8,5.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,
1542,-6.414164,2025-05-28T05:00:00+0000,0.0,1530.0,3.8,2.3,167.0,42.994164,157.0,PUERTO DE LEITARIEGOS,50.0,9.3,11.3,11.3,856.7,,,,1.3,20.0,,0.0,12.5,,0.0,,,,,,,,,,"{'value': 1597.5, 'present': True}",,,
1549,-6.6,2025-05-28T05:00:00+0000,0.0,532.01,1.3,0.5,323.0,42.56389,333.0,PONFERRADA,86.0,11.7,11.7,12.3,962.9,0.2,9.8,1025.9,9.4,20.0,71.0,0.0,19.5,,,,,,0.0,,,,,20.7,,,,
1561I,-6.673564,2025-05-28T05:00:00+0000,0.0,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),83.0,6.9,6.9,7.4,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2025-05-28T05:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,84.0,13.0,13.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2025-05-28T05:00:00+0000,0.0,840.0,3.1,2.1,308.0,42.339447,294.0,POBRA DE TRIVES SAN MAMEDE,89.0,8.8,8.8,9.9,928.2,,10.3,,7.1,,,0.0,15.4,0.0,0.0,,,,,,,,,,,868.6,,
1639X,-7.383609,2025-05-28T05:00:00+0000,0.0,990.0,1.6,0.7,203.0,42.260277,202.0,CHANDREXA DE QUEIXA,97.0,8.3,8.3,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2025-05-28T05:00:00+0000,0.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,89.0,7.9,7.9,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2025-05-28T05:00:00+0000,0.0,291.0,0.6,0.0,77.0,42.53177,32.0,MONFORTE DE LEMOS,91.0,8.5,8.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2025-05-28T05:00:00+0000,0.0,145.86,1.5,0.9,253.0,42.32528,138.0,OURENSE,87.0,12.8,12.8,13.8,,0.2,12.6,,,19.7,14.0,0.0,20.6,,,,,,0.0,,,,,19.9,,,,
1696O,-8.277961,2025-05-28T05:00:00+0000,0.0,610.0,,,,42.468056,,BEARIZ,99.0,5.3,5.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2025-05-28T05:00:00+0000,0.0,400.0,0.8,0.0,314.0,42.42139,299.0,O CARBALLIÑO,93.0,8.2,8.2,9.4,,,,,7.1,,,,,,,0.0,,,,,,,,,,,,
1701X,-8.129121,2025-05-28T05:00:00+0000,0.0,112.0,1.4,0.4,100.0,42.29988,65.0,RIBADAVIA,93.0,11.7,11.7,12.4,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2025-05-28T05:00:00+0000,0.0,492.0,,,,42.182903,,ALLARIZ-RIMELO,94.0,9.0,9.0,10.6,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2025-05-28T05:00:00+0000,0.0,560.0,,,,42.217995,,A CAÑIZA,81.0,10.9,10.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2025-05-28T05:00:00+0000,0.0,90.0,,,,42.182224,,PONTEAREAS-CANEDO,99.0,10.3,10.3,10.6,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2025-05-28T05:00:00+0000,0.0,55.0,,,,41.94398,,O ROSAL,85.0,14.2,14.2,14.9,,,,,,,,,,,,,,,,,,,,,,,,
1735X,-7.733611,2025-05-28T05:00:00+0000,0.0,616.0,0.0,0.0,0.0,42.079166,36.0,XINZO DE LIMIA,91.0,6.7,6.8,7.8,,,,,5.5,,,,,,,0.0,,,,,,,,,,,,
1738U,-7.988838,2025-05-28T05:00:00+0000,0.0,730.0,,,,41.934116,,MUIÑOS-PRADO,94.0,11.1,11.1,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2025-05-28T05:00:00+0000,0.0,150.0,1.4,0.7,223.0,43.37724,322.0,ALTAMIRA,97.0,11.4,11.4,12.1,,,,,,,,,,,,,,,,,,,,,,,,
2005Y,-2.782777,2025-05-28T05:00:00+0000,0.0,1197.0,,,,41.967773,,VINUESA,83.0,6.3,6.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2025-05-28T05:00:00+0000,0.0,1260.0,4.0,2.3,354.0,41.99583,340.0,BARRIOMARTIN-EL ROBLEDO,78.0,7.9,7.9,8.5,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2025-05-28T05:00:00+0000,0.0,1081.01,1.6,0.4,19.0,41.775017,338.0,SORIA,83.0,8.4,8.5,8.8,902.3,0.4,7.6,,5.8,20.0,31.0,0.0,17.3,,,,,,0.0,,,,,17.6,"{'value': 1574.3, 'present': True}",,,
2044B,-2.507534,2025-05-28T05:00:00+0000,0.0,1100.0,1.8,1.0,339.0,41.600582,347.0,LUBIA-CEDER,80.0,8.6,9.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2025-05-28T05:00:00+0000,0.0,978.0,1.0,0.4,162.0,41.41944,62.0,MORON DE ALMAZAN ,96.0,6.2,6.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2025-05-28T05:00:00+0000,0.0,1042.0,1.0,0.2,107.0,41.34972,122.0,LA RIBA DE ESCALOTE,88.0,8.2,8.4,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2025-05-28T05:00:00+0000,0.0,960.0,,,,41.721848,,UCERO,88.0,6.6,6.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2025-05-28T05:00:00+0000,0.0,932.0,2.1,1.2,59.0,41.589443,50.0,BURGO DE OSMA-POZUELOS,89.0,6.9,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2025-05-28T05:00:00+0000,0.0,1150.0,2.5,1.3,149.0,41.373608,137.0,LICERAS-CAÑADA DEHESA,74.0,10.3,10.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2025-05-28T05:00:00+0000,0.0,955.0,1.8,0.9,61.0,41.745846,80.0,CORUÑA DEL CONDE,73.0,10.5,10.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2025-05-28T05:00:00+0000,0.0,790.0,2.0,0.7,95.0,41.665836,104.0,ARANDA DE DUERO,86.0,9.7,10.1,10.2,933.7,,10.1,,7.8,7.1,,0.0,15.4,0.0,0.0,,,,,,,,,,,867.9,,
2135A,-3.507234,2025-05-28T05:00:00+0000,0.0,993.0,1.9,1.5,209.0,41.372757,215.0,FRESNO DE CANTIESPINO,92.0,7.2,7.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2025-05-28T05:00:00+0000,0.0,1135.0,3.8,3.2,123.0,41.464554,120.0,ALDEANUEVA DE SERREZUELA-EL CERRO,56.0,14.5,15.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,
2150H,-3.475165,2025-05-28T05:00:00+0000,0.0,1798.0,3.3,1.3,223.0,41.19193,246.0,LA PINILLA  ESTACIÓN DE ESQUÍ,57.0,11.4,12.2,13.2,830.0,,11.5,,3.9,20.0,,,16.1,0.0,0.0,,,,,,,,,,"{'value': 1599.0, 'present': True}",,,
2166Y,-4.124787,2025-05-28T05:00:00+0000,0.0,756.0,,,,41.593098,,PEÑAFIEL(FABRICA DE QUESOS),89.0,8.9,8.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2025-05-28T05:00:00+0000,0.0,725.0,1.3,0.8,111.0,41.611877,135.0,SARDÓN DE DUERO,97.0,7.6,7.6,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2025-05-28T05:00:00+0000,0.0,1107.0,3.5,2.9,120.0,41.13386,122.0,RADES,73.0,12.1,12.1,13.6,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2025-05-28T05:00:00+0000,0.0,795.0,1.0,0.5,138.0,41.383553,122.0,CUELLAR,96.0,6.3,6.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2025-05-28T05:00:00+0000,0.0,1140.0,3.7,2.2,308.0,42.87062,312.0,CERVERA DE PISUERGA,78.0,8.9,10.1,10.4,895.7,,6.7,,6.4,20.0,,0.0,14.0,0.0,0.0,,,,,,,,,,"{'value': 1573.8, 'present': True}",,,
2243A,-4.277134,2025-05-28T05:00:00+0000,0.0,910.0,3.9,1.7,15.0,42.79806,22.0,AGUILAR DE CAMPOO,98.0,6.1,6.4,6.8,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2025-05-28T05:00:00+0000,0.0,908.0,2.9,1.8,356.0,42.568817,0.0,VILLAELES DE VALDAVIA,91.0,7.5,7.9,8.7,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2025-05-28T05:00:00+0000,0.0,869.0,5.2,0.3,95.0,42.523888,60.0,VILLADIEGO (DEPÓSITO DE AGUA),81.0,11.2,11.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2025-05-28T05:00:00+0000,0.0,771.0,1.4,0.4,112.0,42.251225,105.0,PEDROSA DEL PRÍNCIPE,89.0,9.3,9.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2025-05-28T05:00:00+0000,0.0,1039.0,3.0,1.6,146.0,41.775555,142.0,OLVEGA-CAMINO VEGAFRÍA,81.0,8.0,8.4,8.5,,,,,,,,,,,,,,,,,,,,,,,,
2298,-3.131688,2025-05-28T05:00:00+0000,0.0,1080.0,4.3,1.6,117.0,41.95967,167.0,PALACIOS DE LA SIERRA,82.0,5.7,5.7,6.6,903.1,,6.6,,2.9,20.0,,0.0,12.7,0.0,0.0,,,,,,,,,,"{'value': 1573.3, 'present': True}",,,
2302N,-3.109758,2025-05-28T05:00:00+0000,0.0,1197.0,1.9,0.0,63.0,42.146473,260.0,MONTERRUBIO DE LA DEMANDA,91.0,6.2,6.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2025-05-28T05:00:00+0000,0.0,884.0,2.3,0.6,87.0,42.10522,75.0,VILLAMAYOR DE LOS MONTES,78.0,10.0,10.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2025-05-28T05:00:00+0000,0.0,891.0,2.9,0.7,51.0,42.356945,35.0,BURGOS/VILLAFRÍA,96.0,7.0,7.3,8.2,922.5,0.3,6.7,,6.7,,21.0,1.9,14.5,,,,,,0.0,,,,,16.2,,870.4,,
2362C,-4.713714,2025-05-28T05:00:00+0000,0.0,1575.0,3.3,2.7,242.0,42.893772,252.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,69.0,11.7,12.1,12.3,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2025-05-28T05:00:00+0000,0.0,830.0,2.2,1.2,13.0,42.350933,17.0,CARRIÓN DE LOS CONDES,89.0,8.2,8.3,9.0,930.4,,8.3,,6.5,20.0,,0.0,18.1,0.0,0.0,,,,,,,,,,,878.1,,
2401X,-4.560496,2025-05-28T05:00:00+0000,0.0,736.0,2.3,0.8,184.0,42.009502,242.0,PALENCIA-GRANJA VIÑALTA,93.0,8.8,8.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2025-05-28T05:00:00+0000,0.0,734.29,2.8,0.9,325.0,41.64083,360.0,VALLADOLID,84.0,12.2,12.2,12.9,939.0,0.3,12.8,1024.7,9.6,20.0,17.0,0.0,23.6,,,,2.9,313.0,0.0,1.0,0.3,17.0,343.0,24.7,,,,
2430Y,-5.044091,2025-05-28T05:00:00+0000,0.0,1178.0,2.3,0.7,236.0,40.543312,187.0,MUÑOTELLO,62.0,13.4,13.6,14.0,,,,,,,,,,,,,,,,,,,,,,,,
2444,-4.679722,2025-05-28T05:00:00+0000,0.0,1129.76,2.1,0.7,101.0,40.65917,198.0,ÁVILA,76.0,11.6,11.7,12.1,897.1,0.1,8.6,,7.6,20.0,22.0,0.0,15.8,,,,,,0.0,,,,,16.0,"{'value': 1582.3, 'present': True}",,,
2453E,-4.742033,2025-05-28T05:00:00+0000,0.0,920.0,,0.9,,40.828964,,GOTARRENDURA (AUTOMATICA),74.0,11.6,11.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2025-05-28T05:00:00+0000,0.0,820.0,2.7,0.4,156.0,41.071484,137.0,AREVALO,77.0,11.0,11.0,11.4,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2025-05-28T05:00:00+0000,0.0,1892.6,3.2,2.4,259.0,40.793056,279.0,NAVACERRADA PUERTO,50.0,13.3,13.3,13.7,821.0,0.5,9.6,,3.0,20.0,17.0,0.0,12.2,,,,3.2,266.0,0.0,2.4,0.4,16.0,280.0,12.3,"{'value': 1593.9, 'present': True}",,11.0,
2465,-4.126389,2025-05-28T05:00:00+0000,0.0,1008.25,4.0,1.2,80.0,40.94528,88.0,SEGOVIA,57.0,14.0,14.3,14.6,910.0,0.5,10.5,,5.9,20.0,28.0,0.0,16.7,,,,,,0.0,,,,,16.6,"{'value': 1582.0, 'present': True}",,,
2471Y,-4.212067,2025-05-28T05:00:00+0000,0.0,1237.0,,,,40.71867,,SAN RAFAEL,75.0,10.8,11.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2025-05-28T05:00:00+0000,0.0,870.0,2.8,1.8,130.0,41.126385,130.0,MIGUELAÑEZ,82.0,10.6,10.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2025-05-28T05:00:00+0000,0.0,1960.0,7.8,5.0,220.0,40.355087,225.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,52.0,12.9,12.9,13.7,813.2,,,,3.2,20.0,,0.0,9.3,0.0,0.0,,,,,,,,,,"{'value': 1586.5, 'present': True}",,,
2503B,-4.691824,2025-05-28T05:00:00+0000,0.0,786.0,3.6,1.8,88.0,41.279922,110.0,OLMEDO  DEPÓSITO AGUA,77.0,12.0,12.0,12.6,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2025-05-28T05:00:00+0000,0.0,724.0,1.7,0.7,142.0,41.419464,115.0,RUEDA,74.0,12.6,13.1,13.1,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2025-05-28T05:00:00+0000,0.0,925.0,1.8,0.9,185.0,40.88213,172.0,RIVILLA DE BARAJAS,57.0,15.1,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2025-05-28T05:00:00+0000,0.0,755.0,4.4,1.8,221.0,41.172752,257.0,FUENTE EL SOL,93.0,8.0,8.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2025-05-28T05:00:00+0000,0.0,710.0,3.2,0.9,305.0,41.548332,40.0,MORALES DEL TORO-DEPOSITO,90.0,9.4,9.4,10.5,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2025-05-28T05:00:00+0000,0.0,811.0,1.3,0.5,225.0,41.236706,217.0,FUENTESAUCO,73.0,11.7,11.7,12.9,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2025-05-28T05:00:00+0000,0.0,701.5,6.7,5.3,355.0,41.55528,347.0,CORESES,87.0,11.4,11.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2025-05-28T05:00:00+0000,0.0,985.0,4.4,3.3,58.0,42.523502,55.0,VILLAPUN,84.0,9.2,9.3,10.7,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2025-05-28T05:00:00+0000,0.0,782.0,2.7,1.2,51.0,42.09421,80.0,VILLALÓN DE CAMPOS,78.0,11.1,12.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,
2604B,-5.040313,2025-05-28T05:00:00+0000,0.0,731.0,3.4,2.1,65.0,41.875816,27.0,MEDINA DE RIOSECO,89.0,9.3,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2025-05-28T05:00:00+0000,0.0,690.0,3.2,1.2,339.0,41.856388,342.0,VILLAFÁFILA,90.0,9.1,9.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2025-05-28T05:00:00+0000,0.0,656.06,1.5,0.3,304.0,41.515556,50.0,ZAMORA,75.0,13.6,13.6,14.5,948.1,0.2,13.4,1024.5,9.3,17.5,55.0,0.0,22.2,,,,,,0.0,,,,,25.1,,,,
2624C,-5.007615,2025-05-28T05:00:00+0000,0.0,1090.0,1.3,1.0,215.0,42.958458,220.0,RIAÑO-ERMITA QUINTANILLA,96.0,6.3,6.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2025-05-28T05:00:00+0000,0.0,916.0,3.7,0.7,57.0,42.620094,37.0,SAHECHORES-HELIPUERTO,84.0,8.3,8.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2025-05-28T05:00:00+0000,0.0,1510.0,2.3,1.0,267.0,43.06224,291.0,PUERTO DE SAN ISIDRO,85.0,6.6,6.9,7.4,858.6,,6.1,,4.5,20.0,,0.0,8.5,0.0,0.0,,,,,,,,,,"{'value': 1592.7, 'present': True}",,,
2661,-5.651111,2025-05-28T05:00:00+0000,0.0,916.0,4.1,1.6,320.0,42.588333,340.0,LEÓN/VIRGEN DEL CAMINO,85.0,10.3,10.7,11.4,920.2,0.3,9.9,,8.3,,7.0,0.0,,,,,,,,,,,,,,872.9,,
2664B,-5.504765,2025-05-28T05:00:00+0000,0.0,788.0,2.8,1.7,89.0,42.295948,100.0,VALENCIA DE DON JUAN,75.0,11.2,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2025-05-28T05:00:00+0000,0.0,1120.0,2.8,1.7,9.0,42.885574,340.0,MIÑERA DE LUNA-EMBALSE,100.0,8.4,8.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2025-05-28T05:00:00+0000,0.0,995.0,4.5,3.1,23.0,42.648216,20.0,VILLAMECA,84.0,11.4,11.4,12.9,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2025-05-28T05:00:00+0000,0.0,919.0,4.4,1.2,122.0,42.476723,12.0,ASTORGA-DEPÓSITO AGUA,82.0,10.7,10.7,12.4,,,,,,,,,,,,,,,,,,,,,,,,
2737E,-6.196672,2025-05-28T05:00:00+0000,0.0,1020.0,2.9,0.8,299.0,42.3775,323.0,LAGUNAS DE SOMOZA,88.0,7.6,7.9,8.2,909.1,,,,6.1,,,,,,,40.0,,,,,,,,,"{'value': 1571.6, 'present': True}",,,
2742R,-5.779854,2025-05-28T05:00:00+0000,0.0,850.0,4.1,2.9,338.0,42.466446,340.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,87.0,11.2,11.2,11.6,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2025-05-28T05:00:00+0000,0.0,715.0,3.5,1.4,8.0,42.010906,285.0,BENAVENTE,76.0,12.0,12.1,12.4,941.7,,12.6,1024.8,8.0,20.0,,0.0,22.7,0.0,0.0,,,,,,,,,,,,,
2766E,-6.639735,2025-05-28T05:00:00+0000,0.0,933.0,0.6,0.1,6.0,42.082615,7.0,EL PUENTE (CASA FORESTAL),95.0,6.2,6.2,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2775X,-6.279668,2025-05-28T05:00:00+0000,0.0,850.0,1.5,1.1,148.0,41.9415,152.0,VILLARDECIERVOS,84.0,8.3,8.3,9.5,927.6,,10.7,,5.8,20.0,,0.0,18.6,0.0,0.0,,,,,,,,,,,872.9,,
2777K,-6.007296,2025-05-28T05:00:00+0000,0.0,737.0,2.1,1.4,317.0,42.078136,302.0,SANTIBAÑEZ DE VIDRIALES,90.0,9.2,9.4,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2025-05-28T05:00:00+0000,0.0,711.0,3.3,2.6,288.0,41.785553,285.0,POZUELO DE TABARA,88.0,10.3,10.3,10.9,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2025-05-28T05:00:00+0000,0.0,790.0,3.7,2.6,38.0,41.533997,52.0,VILLADEPERA,71.0,13.5,13.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2025-05-28T05:00:00+0000,0.0,1012.0,6.5,2.7,226.0,40.355385,220.0,BARCO DE AVILA,79.0,9.4,10.1,10.2,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2025-05-28T05:00:00+0000,0.0,865.0,2.6,1.9,243.0,40.6756,247.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,91.0,8.1,8.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,
